bin	17,5	bin	18	bin	18,5	bin	19
592	0	592	0	592	0	592	0
593	0	593	0	593	0	593	0
594	0	594	0	594	0	594	0
595	0	595	0	595	0	595	0
596	0	596	0	596	0	596	0
597	0	597	0	597	0	597	0
598	0	598	0	598	0	598	0
599	0	599	0	599	0	599	0
600	0	600	0	600	0	600	0
601	0	601	0	601	0	601	0
602	0	602	0	602	0	602	0
603	0	603	0	603	0	603	0
604	0	604	0	604	0	604	0
605	2	605	0	605	0	605	0
606	0	606	0	606	0	606	0
607	0	607	0	607	0	607	0
608	0	608	0	608	0	608	0
609	0	609	0	609	0	609	0
610	0	610	0	610	0	610	0
611	1	611	0	611	0	611	0
612	1	612	0	612	0	612	0
613	2	613	0	613	0	613	0
614	2	614	0	614	0	614	0
615	1	615	0	615	0	615	0
616	2	616	0	616	0	616	0
617	1	617	0	617	0	617	0
618	3	618	0	618	0	618	0
619	4	619	0	619	0	619	0
620	1	620	0	620	0	620	0
621	1	621	0	621	0	621	0
622	2	622	0	622	0	622	0
623	2	623	0	623	0	623	0
624	3	624	0	624	0	624	0
625	4	625	0	625	0	625	0
626	8	626	0	626	0	626	0
627	5	627	0	627	0	627	0
628	8	628	0	628	0	628	0
629	8	629	0	629	0	629	0
630	7	630	0	630	0	630	0
631	9	631	0	631	0	631	0
632	10	632	0	632	0	632	0
633	10	633	0	633	0	633	0
634	8	634	0	634	0	634	0
635	16	635	0	635	0	635	0
636	17	636	0	636	0	636	0
637	14	637	0	637	0	637	0
638	11	638	1	638	0	638	0
639	9	639	0	639	0	639	0
640	19	640	0	640	0	640	0
641	21	641	0	641	0	641	0
642	19	642	1	642	0	642	0
643	13	643	1	643	0	643	0
644	16	644	1	644	0	644	0
645	18	645	2	645	0	645	0
646	22	646	4	646	0	646	0
647	24	647	0	647	0	647	0
648	20	648	1	648	0	648	0
649	35	649	1	649	0	649	0
650	37	650	2	650	0	650	0
651	25	651	1	651	0	651	0
652	24	652	2	652	0	652	0
653	24	653	1	653	0	653	0
654	30	654	4	654	0	654	0
655	36	655	4	655	0	655	0
656	27	656	3	656	0	656	0
657	32	657	6	657	0	657	0
658	32	658	3	658	0	658	0
659	24	659	6	659	0	659	0
660	37	660	2	660	0	660	0
661	30	661	6	661	0	661	0
662	36	662	9	662	0	662	0
663	20	663	9	663	0	663	0
664	44	664	13	664	1	664	0
665	38	665	10	665	0	665	0
666	35	666	14	666	0	666	0
667	45	667	17	667	0	667	0
668	28	668	20	668	0	668	0
669	38	669	14	669	1	669	0
670	35	670	20	670	0	670	0
671	42	671	16	671	0	671	0
672	37	672	19	672	1	672	0
673	30	673	16	673	0	673	0
674	55	674	25	674	0	674	0
675	43	675	22	675	2	675	0
676	35	676	14	676	1	676	0
677	40	677	18	677	0	677	0
678	39	678	23	678	1	678	0
679	47	679	24	679	0	679	0
680	59	680	16	680	4	680	0
681	49	681	21	681	1	681	0
682	50	682	22	682	5	682	0
683	56	683	25	683	2	683	0
684	41	684	32	684	3	684	0
685	30	685	30	685	2	685	0
686	51	686	39	686	8	686	0
687	42	687	30	687	3	687	0
688	55	688	30	688	4	688	0
689	39	689	39	689	2	689	0
690	26	690	29	690	4	690	0
691	40	691	41	691	6	691	0
692	47	692	21	692	3	692	0
693	56	693	41	693	8	693	0
694	55	694	39	694	7	694	0
695	46	695	41	695	9	695	0
696	47	696	35	696	14	696	0
697	54	697	43	697	9	697	0
698	44	698	33	698	10	698	0
699	35	699	43	699	12	699	0
700	36	700	36	700	11	700	0
701	49	701	40	701	18	701	0
702	40	702	36	702	12	702	1
703	48	703	45	703	19	703	0
704	46	704	50	704	26	704	0
705	38	705	47	705	21	705	0
706	40	706	43	706	11	706	0
707	65	707	44	707	20	707	0
708	43	708	40	708	22	708	1
709	43	709	56	709	22	709	0
710	45	710	52	710	19	710	2
711	40	711	47	711	25	711	2
712	30	712	48	712	24	712	3
713	36	713	49	713	35	713	0
714	31	714	45	714	33	714	1
715	35	715	49	715	25	715	3
716	40	716	48	716	24	716	1
717	39	717	47	717	32	717	2
718	35	718	42	718	44	718	4
719	25	719	41	719	38	719	4
720	35	720	56	720	25	720	4
721	35	721	34	721	30	721	8
722	38	722	47	722	39	722	13
723	40	723	56	723	23	723	4
724	35	724	46	724	32	724	8
725	32	725	53	725	35	725	10
726	42	726	35	726	35	726	8
727	40	727	51	727	49	727	18
728	35	728	45	728	43	728	13
729	31	729	43	729	43	729	14
730	29	730	49	730	44	730	20
731	26	731	54	731	44	731	14
732	41	732	48	732	54	732	14
733	19	733	45	733	37	733	27
734	25	734	52	734	41	734	19
735	32	735	46	735	56	735	17
736	23	736	47	736	34	736	28
737	30	737	46	737	52	737	20
738	43	738	29	738	51	738	22
739	34	739	31	739	55	739	20
740	16	740	37	740	36	740	24
741	36	741	50	741	40	741	29
742	20	742	39	742	43	742	30
743	35	743	45	743	24	743	34
744	32	744	35	744	51	744	33
745	15	745	50	745	60	745	32
746	24	746	36	746	51	746	36
747	18	747	41	747	47	747	35
748	29	748	36	748	48	748	38
749	21	749	36	749	47	749	39
750	18	750	43	750	40	750	31
751	29	751	34	751	53	751	43
752	22	752	46	752	43	752	42
753	11	753	44	753	52	753	31
754	14	754	37	754	33	754	36
755	19	755	34	755	59	755	49
756	18	756	28	756	57	756	37
757	20	757	29	757	55	757	43
758	20	758	34	758	47	758	42
759	33	759	44	759	44	759	39
760	14	760	31	760	51	760	34
761	19	761	27	761	46	761	45
762	17	762	33	762	41	762	60
763	20	763	30	763	49	763	48
764	21	764	28	764	44	764	48
765	18	765	24	765	42	765	39
766	12	766	34	766	57	766	54
767	14	767	21	767	44	767	48
768	19	768	31	768	41	768	53
769	11	769	23	769	41	769	60
770	15	770	26	770	50	770	66
771	17	771	28	771	39	771	38
772	16	772	30	772	36	772	42
773	13	773	23	773	45	773	43
774	16	774	22	774	44	774	52
775	11	775	24	775	50	775	47
776	10	776	23	776	39	776	52
777	10	777	22	777	55	777	50
778	8	778	23	778	44	778	56
779	5	779	24	779	42	779	48
780	11	780	29	780	43	780	50
781	12	781	28	781	32	781	60
782	8	782	17	782	29	782	58
783	10	783	22	783	31	783	38
784	12	784	19	784	37	784	52
785	12	785	23	785	43	785	50
786	15	786	13	786	30	786	55
787	7	787	14	787	39	787	50
788	8	788	21	788	30	788	37
789	10	789	15	789	41	789	34
790	8	790	17	790	28	790	44
791	13	791	15	791	30	791	50
792	6	792	19	792	30	792	52
793	7	793	16	793	36	793	34
794	7	794	12	794	41	794	47
795	13	795	18	795	33	795	47
796	3	796	21	796	28	796	57
797	13	797	11	797	35	797	46
798	9	798	11	798	24	798	40
799	8	799	12	799	23	799	33
800	9	800	14	800	24	800	52
801	3	801	13	801	23	801	47
802	6	802	15	802	18	802	32
803	6	803	15	803	27	803	44
804	3	804	10	804	28	804	33
805	6	805	18	805	32	805	46
806	5	806	9	806	28	806	43
807	5	807	11	807	24	807	36
808	9	808	15	808	22	808	44
809	6	809	18	809	19	809	34
810	5	810	9	810	26	810	45
811	7	811	12	811	22	811	38
812	5	812	9	812	20	812	44
813	7	813	11	813	17	813	43
814	3	814	14	814	23	814	45
815	4	815	7	815	22	815	39
816	0	816	16	816	12	816	46
817	10	817	6	817	11	817	31
818	6	818	12	818	18	818	35
819	6	819	8	819	21	819	34
820	6	820	10	820	18	820	32
821	4	821	8	821	13	821	27
822	3	822	8	822	12	822	30
823	4	823	7	823	15	823	34
824	1	824	9	824	12	824	34
825	3	825	6	825	15	825	25
826	4	826	7	826	12	826	31
827	4	827	6	827	13	827	33
828	1	828	6	828	11	828	26
829	5	829	5	829	15	829	26
830	2	830	7	830	12	830	35
831	2	831	9	831	16	831	29
832	2	832	7	832	16	832	35
833	5	833	2	833	9	833	23
834	2	834	4	834	12	834	22
835	1	835	6	835	10	835	23
836	1	836	7	836	7	836	19
837	2	837	1	837	15	837	18
838	5	838	7	838	17	838	23
839	2	839	2	839	15	839	15
840	3	840	7	840	13	840	22
841	0	841	1	841	20	841	16
842	0	842	7	842	13	842	15
843	3	843	10	843	13	843	33
844	2	844	7	844	9	844	13
845	4	845	2	845	6	845	19
846	0	846	4	846	15	846	17
847	3	847	0	847	9	847	25
848	2	848	1	848	10	848	13
849	2	849	4	849	8	849	16
850	0	850	4	850	10	850	16
851	3	851	5	851	6	851	14
852	2	852	3	852	11	852	16
853	4	853	3	853	4	853	11
854	1	854	3	854	7	854	22
855	1	855	0	855	5	855	17
856	1	856	4	856	4	856	8
857	0	857	2	857	13	857	11
858	1	858	3	858	4	858	11
859	3	859	0	859	8	859	11
860	3	860	2	860	9	860	5
861	1	861	4	861	5	861	14
862	0	862	1	862	6	862	12
863	3	863	4	863	8	863	12
864	1	864	3	864	3	864	6
865	2	865	4	865	7	865	13
866	3	866	3	866	4	866	13
867	1	867	1	867	3	867	7
868	0	868	3	868	6	868	11
869	1	869	1	869	3	869	13
870	1	870	1	870	1	870	7
871	2	871	4	871	2	871	10
872	1	872	3	872	2	872	7
873	1	873	1	873	4	873	6
874	0	874	2	874	7	874	9
875	0	875	2	875	2	875	7
876	1	876	1	876	1	876	8
877	1	877	1	877	1	877	3
878	0	878	1	878	5	878	6
879	0	879	1	879	5	879	5
880	0	880	0	880	2	880	8
881	0	881	2	881	4	881	2
882	0	882	2	882	3	882	6
883	3	883	1	883	3	883	4
884	1	884	2	884	4	884	3
885	0	885	1	885	1	885	5
886	4	886	1	886	6	886	8
887	0	887	3	887	1	887	3
888	0	888	0	888	2	888	8
889	0	889	0	889	1	889	4
890	0	890	4	890	2	890	3
891	1	891	0	891	3	891	4
892	0	892	1	892	4	892	2
893	1	893	3	893	3	893	4
894	2	894	1	894	1	894	6
895	0	895	1	895	1	895	5
896	0	896	1	896	2	896	4
897	0	897	0	897	2	897	3
898	0	898	1	898	2	898	5
899	3	899	1	899	2	899	7
900	3	900	1	900	2	900	4
901	0	901	0	901	0	901	3
902	0	902	0	902	0	902	6
903	0	903	1	903	4	903	1
904	0	904	0	904	0	904	2
905	0	905	2	905	2	905	3
906	0	906	1	906	2	906	0
907	0	907	0	907	0	907	1
908	0	908	1	908	1	908	2
909	0	909	0	909	1	909	1
910	0	910	0	910	1	910	0
911	0	911	1	911	3	911	1
912	0	912	1	912	2	912	2
913	1	913	1	913	4	913	1
914	0	914	0	914	2	914	3
915	0	915	1	915	1	915	2
916	0	916	0	916	1	916	1
917	0	917	0	917	1	917	1
918	0	918	0	918	3	918	2
919	0	919	0	919	0	919	2
920	1	920	1	920	0	920	1
921	0	921	0	921	1	921	0
922	0	922	0	922	3	922	4
923	1	923	0	923	1	923	3
924	1	924	1	924	0	924	0
925	1	925	0	925	0	925	1
926	0	926	0	926	1	926	0
927	0	927	0	927	3	927	1
928	0	928	0	928	2	928	2
929	0	929	0	929	0	929	4
930	0	930	0	930	0	930	2
931	0	931	0	931	1	931	2
932	0	932	0	932	1	932	2
933	0	933	0	933	0	933	0
934	0	934	0	934	1	934	1
935	0	935	0	935	1	935	1
936	1	936	0	936	0	936	0
937	0	937	0	937	0	937	1
938	1	938	0	938	0	938	0
939	0	939	1	939	0	939	1
940	0	940	0	940	0	940	1
941	0	941	0	941	0	941	0
942	0	942	0	942	1	942	0
943	0	943	0	943	0	943	0
944	0	944	0	944	1	944	0
945	0	945	0	945	1	945	2
946	0	946	0	946	1	946	0
947	0	947	0	947	0	947	0
948	0	948	0	948	1	948	2
949	0	949	0	949	0	949	0
950	0	950	0	950	0	950	0
951	1	951	1	951	0	951	1
952	0	952	0	952	0	952	1
953	1	953	0	953	0	953	0
954	0	954	0	954	1	954	1
955	0	955	0	955	0	955	1
956	0	956	0	956	0	956	0
957	0	957	0	957	0	957	1
958	0	958	0	958	1	958	1
959	0	959	0	959	0	959	1
960	1	960	0	960	1	960	0
961	0	961	0	961	0	961	0
962	0	962	0	962	0	962	0
963	0	963	0	963	0	963	1
964	0	964	0	964	0	964	1
965	0	965	0	965	0	965	0
966	0	966	0	966	1	966	1
967	0	967	0	967	0	967	0
968	0	968	0	968	0	968	0
969	0	969	0	969	0	969	0
970	1	970	0	970	0	970	0
971	0	971	0	971	0	971	0
972	0	972	0	972	0	972	0
973	0	973	0	973	0	973	0
974	0	974	0	974	0	974	0
975	0	975	0	975	0	975	1
976	0	976	0	976	0	976	1
977	0	977	0	977	1	977	1
978	0	978	0	978	0	978	0
979	0	979	0	979	0	979	0
980	0	980	0	980	0	980	1
981	0	981	0	981	1	981	1
982	0	982	0	982	0	982	0
983	0	983	0	983	0	983	0
984	0	984	0	984	1	984	1
985	0	985	1	985	0	985	0
986	0	986	0	986	0	986	1
987	0	987	0	987	0	987	0
988	0	988	0	988	0	988	0
989	0	989	0	989	0	989	0
990	0	990	0	990	0	990	0
991	0	991	0	991	0	991	0
992	0	992	0	992	0	992	0
993	0	993	0	993	0	993	0
994	0	994	0	994	0	994	0
995	0	995	0	995	0	995	0
996	0	996	0	996	0	996	0
997	0	997	0	997	0	997	0
998	0	998	0	998	0	998	0
999	0	999	0	999	0	999	0
1000	0	1000	0	1000	0	1000	0
1001	0	1001	0	1001	0	1001	0
1002	0	1002	0	1002	0	1002	0
1003	0	1003	0	1003	0	1003	0
1004	0	1004	0	1004	0	1004	0
1005	0	1005	0	1005	0	1005	0
1006	0	1006	0	1006	1	1006	0
1007	0	1007	0	1007	0	1007	0
1008	0	1008	0	1008	0	1008	0
1009	0	1009	0	1009	0	1009	0
1010	0	1010	0	1010	0	1010	0
1011	0	1011	0	1011	0	1011	0
1012	0	1012	0	1012	0	1012	0
1013	0	1013	0	1013	0	1013	1
1014	0	1014	0	1014	0	1014	0
1015	0	1015	0	1015	0	1015	0
1016	0	1016	0	1016	0	1016	0
1017	0	1017	0	1017	0	1017	0
1018	1	1018	0	1018	0	1018	2
1019	0	1019	0	1019	0	1019	0
1020	0	1020	0	1020	0	1020	0
1021	0	1021	0	1021	0	1021	0
1022	0	1022	0	1022	0	1022	0
1023	0	1023	0	1023	0	1023	0
1024	0	1024	0	1024	0	1024	0
1025	0	1025	0	1025	0	1025	0
1026	0	1026	0	1026	0	1026	0
1027	0	1027	0	1027	0	1027	0
1028	0	1028	0	1028	0	1028	0
1029	0	1029	0	1029	0	1029	0
1030	0	1030	0	1030	0	1030	0
1031	0	1031	0	1031	0	1031	0
1032	0	1032	0	1032	0	1032	0
1033	0	1033	0	1033	0	1033	0
1034	0	1034	0	1034	0	1034	0
1035	0	1035	0	1035	0	1035	0
1036	0	1036	0	1036	0	1036	0
1037	0	1037	0	1037	0	1037	0
1038	0	1038	0	1038	0	1038	0
1039	0	1039	0	1039	0	1039	0
1040	0	1040	0	1040	0	1040	0
1041	0	1041	0	1041	0	1041	0
1042	0	1042	0	1042	0	1042	0
1043	0	1043	0	1043	0	1043	0
1044	0	1044	0	1044	0	1044	0
1045	0	1045	0	1045	0	1045	0
1046	0	1046	0	1046	0	1046	0
1047	0	1047	0	1047	0	1047	0
1048	0	1048	0	1048	0	1048	0
1049	0	1049	0	1049	0	1049	0
1050	0	1050	0	1050	0	1050	1
1051	0	1051	0	1051	0	1051	0
1052	0	1052	0	1052	0	1052	0
1053	0	1053	0	1053	0	1053	0
1054	0	1054	0	1054	0	1054	0
1055	0	1055	0	1055	0	1055	0
1056	0	1056	0	1056	0	1056	0
1057	0	1057	0	1057	0	1057	0
1058	0	1058	0	1058	0	1058	0
1059	0	1059	0	1059	0	1059	0
1060	0	1060	0	1060	0	1060	0
1061	0	1061	0	1061	0	1061	0
1062	0	1062	0	1062	0	1062	0
1063	0	1063	0	1063	0	1063	0
1064	0	1064	0	1064	0	1064	0
1065	0	1065	0	1065	0	1065	0
1066	0	1066	0	1066	0	1066	0
1067	0	1067	0	1067	0	1067	0
1068	0	1068	0	1068	0	1068	0
1069	0	1069	0	1069	0	1069	0
1070	0	1070	0	1070	0	1070	0
1071	0	1071	0	1071	0	1071	0
1072	0	1072	0	1072	0	1072	0
1073	0	1073	0	1073	0	1073	0
1074	0	1074	0	1074	0	1074	0
1075	0	1075	0	1075	0	1075	0
1076	0	1076	0	1076	0	1076	0
1077	0	1077	0	1077	0	1077	0
1078	0	1078	0	1078	0	1078	0
1079	0	1079	0	1079	0	1079	0
1080	0	1080	0	1080	0	1080	0
1081	0	1081	0	1081	0	1081	0
1082	0	1082	0	1082	0	1082	0
1083	0	1083	0	1083	0	1083	0
1084	0	1084	0	1084	0	1084	0
1085	0	1085	0	1085	0	1085	0
1086	0	1086	0	1086	0	1086	0
1087	0	1087	0	1087	0	1087	0
1088	0	1088	0	1088	0	1088	0
1089	0	1089	0	1089	0	1089	0
1090	0	1090	0	1090	0	1090	0
1091	0	1091	0	1091	0	1091	0
1092	0	1092	0	1092	0	1092	0
1093	0	1093	0	1093	0	1093	0
1094	0	1094	0	1094	0	1094	0
1095	0	1095	0	1095	0	1095	0
1096	0	1096	0	1096	0	1096	0
1097	0	1097	0	1097	0	1097	0
1098	0	1098	0	1098	0	1098	0
1099	0	1099	0	1099	0	1099	0
1100	0	1100	0	1100	0	1100	0
1101	0	1101	0	1101	0	1101	0
1102	0	1102	0	1102	0	1102	0
1103	0	1103	0	1103	0	1103	0
1104	0	1104	0	1104	0	1104	0
1105	0	1105	0	1105	0	1105	0
1106	0	1106	0	1106	0	1106	0
1107	0	1107	0	1107	0	1107	0
1108	0	1108	0	1108	0	1108	0
1109	0	1109	0	1109	0	1109	0
1110	0	1110	0	1110	0	1110	0
1111	0	1111	0	1111	0	1111	0
1112	0	1112	0	1112	0	1112	0
1113	0	1113	0	1113	0	1113	0
1114	0	1114	0	1114	0	1114	0
1115	0	1115	0	1115	0	1115	0
1116	0	1116	0	1116	0	1116	0
1117	0	1117	0	1117	0	1117	0
1118	0	1118	0	1118	0	1118	0
1119	0	1119	0	1119	0	1119	0
1120	0	1120	0	1120	0	1120	0
1121	0	1121	0	1121	0	1121	0
1122	0	1122	0	1122	0	1122	0
1123	0	1123	0	1123	0	1123	0
1124	0	1124	0	1124	0	1124	0
1125	0	1125	0	1125	0	1125	0
1126	0	1126	0	1126	0	1126	0
1127	0	1127	0	1127	0	1127	0
1128	0	1128	0	1128	0	1128	0
1129	0	1129	0	1129	0	1129	0
1130	0	1130	0	1130	0	1130	0
1131	0	1131	0	1131	0	1131	0
1132	0	1132	0	1132	0	1132	0
1133	0	1133	0	1133	0	1133	0
1134	0	1134	0	1134	0	1134	0
1135	0	1135	0	1135	0	1135	0
1136	0	1136	0	1136	0	1136	0
1137	0	1137	0	1137	0	1137	0
1138	0	1138	0	1138	0	1138	0
1139	0	1139	0	1139	0	1139	0
1140	0	1140	0	1140	0	1140	0
1141	0	1141	0	1141	0	1141	0
1142	0	1142	0	1142	0	1142	0
1143	0	1143	0	1143	0	1143	0
1144	0	1144	0	1144	0	1144	0
1145	0	1145	0	1145	0	1145	0
1146	0	1146	0	1146	0	1146	0
1147	0	1147	0	1147	0	1147	0
1148	0	1148	0	1148	0	1148	0
1149	0	1149	0	1149	0	1149	0
1150	0	1150	0	1150	0	1150	0
1151	0	1151	0	1151	0	1151	0
1152	0	1152	0	1152	0	1152	0
1153	0	1153	0	1153	0	1153	0
1154	0	1154	0	1154	0	1154	0
1155	0	1155	0	1155	0	1155	0
1156	0	1156	0	1156	0	1156	0
1157	0	1157	0	1157	0	1157	0
1158	0	1158	0	1158	0	1158	0
1159	0	1159	0	1159	0	1159	0
1160	0	1160	0	1160	0	1160	0
1161	0	1161	0	1161	0	1161	0
1162	0	1162	0	1162	0	1162	0
1163	0	1163	0	1163	0	1163	0
1164	0	1164	0	1164	0	1164	0
1165	0	1165	0	1165	0	1165	0
1166	0	1166	0	1166	0	1166	0
1167	0	1167	0	1167	0	1167	0
1168	0	1168	0	1168	0	1168	0
1169	0	1169	0	1169	0	1169	0
1170	0	1170	0	1170	0	1170	0
1171	0	1171	0	1171	0	1171	0
1172	0	1172	0	1172	0	1172	0
1173	0	1173	0	1173	0	1173	0
1174	0	1174	0	1174	0	1174	0
1175	0	1175	0	1175	0	1175	0
1176	0	1176	0	1176	0	1176	0
1177	0	1177	0	1177	0	1177	0
1178	0	1178	0	1178	0	1178	0
1179	0	1179	0	1179	0	1179	0
1180	0	1180	0	1180	0	1180	0
1181	0	1181	0	1181	0	1181	0
1182	0	1182	0	1182	0	1182	0
1183	0	1183	0	1183	0	1183	0
1184	0	1184	0	1184	0	1184	0
1185	0	1185	0	1185	0	1185	0
1186	0	1186	0	1186	0	1186	0
1187	0	1187	0	1187	0	1187	0
1188	0	1188	0	1188	0	1188	0
1189	0	1189	0	1189	0	1189	0
1190	0	1190	0	1190	0	1190	0
1191	0	1191	0	1191	0	1191	0
1192	0	1192	0	1192	0	1192	0
1193	0	1193	0	1193	0	1193	0
1194	0	1194	0	1194	0	1194	0
1195	0	1195	0	1195	0	1195	0
1196	0	1196	0	1196	0	1196	0
1197	0	1197	0	1197	0	1197	0
1198	0	1198	0	1198	0	1198	0
1199	0	1199	0	1199	0	1199	0
1200	0	1200	0	1200	0	1200	0
1201	0	1201	0	1201	0	1201	0
1202	0	1202	0	1202	0	1202	0
1203	0	1203	0	1203	0	1203	0
1204	0	1204	0	1204	0	1204	0
1205	0	1205	0	1205	0	1205	0
1206	0	1206	0	1206	0	1206	0
1207	0	1207	0	1207	0	1207	0
1208	0	1208	0	1208	0	1208	0
1209	0	1209	0	1209	0	1209	0
1210	0	1210	0	1210	0	1210	0
1211	0	1211	0	1211	0	1211	0
1212	0	1212	0	1212	0	1212	0
1213	0	1213	0	1213	0	1213	0
1214	0	1214	0	1214	0	1214	0
1215	0	1215	0	1215	0	1215	0
1216	0	1216	0	1216	0	1216	0
1217	0	1217	0	1217	0	1217	0
1218	0	1218	0	1218	0	1218	0
1219	0	1219	0	1219	0	1219	0
1220	0	1220	0	1220	0	1220	0
1221	0	1221	0	1221	0	1221	0
1222	0	1222	0	1222	0	1222	0
1223	0	1223	0	1223	0	1223	0
1224	0	1224	0	1224	0	1224	0
1225	0	1225	0	1225	0	1225	0
1226	0	1226	0	1226	0	1226	0
1227	0	1227	0	1227	0	1227	0
1228	0	1228	0	1228	0	1228	0
1229	0	1229	0	1229	0	1229	0
1230	0	1230	0	1230	0	1230	0
1231	0	1231	0	1231	0	1231	0
1232	0	1232	0	1232	0	1232	0
1233	0	1233	0	1233	0	1233	0
1234	0	1234	0	1234	0	1234	0
1235	0	1235	0	1235	0	1235	0
1236	0	1236	0	1236	0	1236	0
1237	0	1237	0	1237	0	1237	0
1238	0	1238	0	1238	0	1238	0
1239	0	1239	0	1239	0	1239	0
1240	0	1240	0	1240	0	1240	0
1241	0	1241	0	1241	0	1241	0
1242	0	1242	0	1242	0	1242	0
1243	0	1243	0	1243	0	1243	0
1244	0	1244	0	1244	0	1244	0
1245	0	1245	0	1245	0	1245	0
1246	0	1246	0	1246	0	1246	0
1247	0	1247	0	1247	0	1247	0
1248	0	1248	0	1248	0	1248	0
1249	0	1249	0	1249	0	1249	0
1250	0	1250	0	1250	0	1250	0
1251	0	1251	0	1251	0	1251	0
1252	0	1252	0	1252	0	1252	0
1253	0	1253	0	1253	0	1253	0
1254	0	1254	0	1254	0	1254	0
1255	0	1255	0	1255	0	1255	0
1256	0	1256	0	1256	0	1256	0
1257	0	1257	0	1257	0	1257	0
1258	0	1258	0	1258	0	1258	0
1259	0	1259	0	1259	0	1259	0
1260	0	1260	0	1260	0	1260	0
1261	0	1261	0	1261	0	1261	0
1262	0	1262	0	1262	0	1262	0
1263	0	1263	0	1263	0	1263	0
1264	0	1264	0	1264	0	1264	0
1265	0	1265	0	1265	0	1265	0
1266	0	1266	0	1266	0	1266	0
1267	0	1267	0	1267	0	1267	0
1268	0	1268	0	1268	0	1268	0
1269	0	1269	0	1269	0	1269	0
1270	0	1270	0	1270	0	1270	0
1271	0	1271	0	1271	0	1271	0
1272	0	1272	0	1272	0	1272	0
1273	0	1273	0	1273	0	1273	0
1274	0	1274	0	1274	0	1274	0
1275	0	1275	0	1275	0	1275	0
1276	0	1276	0	1276	0	1276	0
1277	0	1277	0	1277	0	1277	0
1278	0	1278	0	1278	0	1278	0
1279	0	1279	0	1279	0	1279	0
1280	0	1280	0	1280	0	1280	0
1281	0	1281	0	1281	0	1281	0
1282	0	1282	0	1282	0	1282	0
1283	0	1283	0	1283	0	1283	0
1284	0	1284	0	1284	0	1284	0
1285	0	1285	0	1285	0	1285	0
1286	0	1286	0	1286	0	1286	0
1287	0	1287	0	1287	0	1287	0
1288	0	1288	0	1288	0	1288	0
1289	0	1289	0	1289	0	1289	0
1290	0	1290	0	1290	0	1290	0
1291	0	1291	0	1291	0	1291	0
1292	0	1292	0	1292	0	1292	0
1293	0	1293	0	1293	0	1293	0
1294	0	1294	0	1294	0	1294	0
1295	0	1295	0	1295	0	1295	0
1296	0	1296	0	1296	0	1296	0
1297	0	1297	0	1297	0	1297	0
